method	n	seed	col	coverage	r2	length	group	subgroup	cv
CalPred	10000	3	age_q_4	0.95042194092827	0.009790491266799215	0.9539272574775548	Age	4	5
CalPred	10000	3	age_q_9	0.9499509322865556	1.1014576204681142e-05	0.7601030269687701	Age	9	1
CalPred	10000	3	age_q_9	0.9499509322865556	0.0005509945364776223	0.7601030269687701	Age	9	2
CalPred	10000	3	age_q_9	0.9499509322865556	4.884555422997368e-05	0.7601030269687701	Age	9	3
CalPred	10000	3	age_q_9	0.9499509322865556	2.029459951719377e-06	0.7601030269687701	Age	9	4
CalPred	10000	3	age_q_9	0.9499509322865556	0.000259130933243983	0.7601030269687701	Age	9	5
CalPred	10000	3	education_q_1	0.9391891891891893	0.0025756856679748966	1.0901362219184811	Education	1	1
CalPred	10000	3	education_q_1	0.9391891891891893	0.006018184820248486	1.0901362219184811	Education	1	2
CalPred	10000	3	education_q_1	0.9391891891891893	0.007077371702086515	1.0901362219184811	Education	1	3
CalPred	10000	3	education_q_1	0.9391891891891893	0.006907592157792084	1.0901362219184811	Education	1	4
CalPred	10000	3	education_q_1	0.9391891891891893	0.005983630994836083	1.0901362219184811	Education	1	5
CalPred	10000	3	education_q_4	0.9566700784715114	0.004819602590806358	0.8784876939109728	Education	4	1
CalPred	10000	3	education_q_4	0.9566700784715114	0.005109480038421829	0.8784876939109728	Education	4	2
CalPred	10000	3	education_q_4	0.9566700784715114	0.004897472405870522	0.8784876939109728	Education	4	3
CalPred	10000	3	education_q_4	0.9566700784715114	0.004325854692790464	0.8784876939109728	Education	4	4
CalPred	10000	3	education_q_4	0.9566700784715114	0.003891122664837627	0.8784876939109728	Education	4	5
CalPred	10000	3	income_q_1	0.9556509298998568	0.009913640603808734	1.1185004084778338	Income	1	1
CalPred	10000	3	income_q_1	0.9556509298998568	0.010889654826140838	1.1185004084778338	Income	1	2
CalPred	10000	3	income_q_1	0.9556509298998568	0.00695619161785116	1.1185004084778338	Income	1	3
CalPred	10000	3	income_q_1	0.9556509298998568	0.008006143443767506	1.1185004084778338	Income	1	4
CalPred	10000	3	income_q_1	0.9556509298998568	0.008963153101256827	1.1185004084778338	Income	1	5
CalPred	10000	3	income_q_5	0.9616738365271804	0.008616053212949452	0.9311657165819668	Income	5	1
CalPred	10000	3	income_q_5	0.9616738365271804	0.009563388474767169	0.9311657165819668	Income	5	2
CalPred	10000	3	income_q_5	0.9616738365271804	0.006822403136052995	0.9311657165819668	Income	5	3
CalPred	10000	3	income_q_5	0.9616738365271804	0.006453181918842231	0.9311657165819668	Income	5	4
CalPred	10000	3	income_q_5	0.9616738365271804	0.0049124069977456615	0.9311657165819668	Income	5	5
CalPred	10000	3	income_q_9	0.9614961496149615	0.00035469702915115345	0.7997569556259005	Income	9	1
CalPred	10000	3	income_q_9	0.9614961496149615	0.0007643748434920186	0.7997569556259005	Income	9	2
CalPred	10000	3	income_q_9	0.9614961496149615	0.0019304290468259997	0.7997569556259005	Income	9	3
CalPred	10000	3	income_q_9	0.9614961496149615	0.0014571557624899415	0.7997569556259005	Income	9	4
CalPred	10000	3	income_q_9	0.9614961496149615	0.0006773220571937625	0.7997569556259005	Income	9	5
CalPred	10000	3	marginal	0.9555	0.008127768067973407	0.925987528004338	Overall		1
CalPred	10000	3	marginal	0.9555	0.008433710366631505	0.925987528004338	Overall		2
CalPred	10000	3	marginal	0.9555	0.008191304760968049	0.925987528004338	Overall		3
CalPred	10000	3	marginal	0.9555	0.007971193948462298	0.925987528004338	Overall		4
CalPred	10000	3	marginal	0.9555	0.0071993393949904535	0.925987528004338	Overall		5
