adjust	n	seed	col	coverage	r2	length
CalPred	0.001	14	marginal	0.9488	0.3244775396430924	0.8176690296389849
CalPred	0.001	15	marginal	0.9506	0.3275334439519085	0.8211913926057798
CalPred	0.001	16	marginal	0.9501	0.317309561709809	0.8214074775322806
CalPred	0.001	17	marginal	0.9572	0.3586896665767073	0.8179402521653203
CalPred	0.001	18	marginal	0.9457	0.334140038422468	0.8029560455421856
CalPred	0.001	19	marginal	0.9515	0.2554102351988985	0.8629313285421325
CalPred	0.001	20	marginal	0.9532	0.3531681668209326	0.8038463715191889
CalPred	0.001	21	marginal	0.951	0.3341924744652251	0.8136026272884791
CalPred	0.001	22	marginal	0.9476	0.3254139250213101	0.8264116399093733
CalPred	0.001	23	marginal	0.9456	0.2998631602931489	0.8294494778925544
CalPred	0.001	24	marginal	0.954	0.3393774510236165	0.8200483116104168
CalPred	0.001	25	marginal	0.9503	0.3788759328583609	0.7887622688888941
CalPred	0.001	26	marginal	0.9508	0.3006374153639182	0.8354673194335827
CalPred	0.001	27	marginal	0.9453	0.286289970063614	0.8386370836024744
CalPred	0.001	28	marginal	0.9514	0.3018753219644895	0.8408882682982861
CalPred	0.001	29	marginal	0.9473	0.3868315695419954	0.7823341656070059
CalPred*-overfit	0.01	0	marginal	0.9201	0.310872816458173	0.7428374173620946
CalPred*-overfit	0.01	1	marginal	0.9227	0.3141394888347412	0.744800249221379
CalPred*-overfit	0.01	2	marginal	0.9216	0.3087672107923726	0.7400358328019452
CalPred*-overfit	0.01	3	marginal	0.9197	0.2916954409586685	0.7508003777718036
CalPred*-overfit	0.01	4	marginal	0.9189	0.3158572102259873	0.7383751620017537
CalPred*-overfit	0.01	5	marginal	0.9231	0.2986621116368683	0.7586238441509109
CalPred*-overfit	0.01	6	marginal	0.9221	0.3206809226291793	0.7469700881733707
CalPred*-overfit	0.01	7	marginal	0.9221	0.3260824583428983	0.737007786520458
CalPred*-overfit	0.01	8	marginal	0.9216	0.3233885145315838	0.7412891794812086
CalPred*-overfit	0.01	9	marginal	0.9252	0.3010052715117146	0.7564824461582146
CalPred*-overfit	0.01	10	marginal	0.9252	0.3304119543819805	0.7420821535488032
CalPred*-overfit	0.01	11	marginal	0.9203	0.3397802872419344	0.7346621772435307
CalPred*-overfit	0.01	12	marginal	0.925	0.3177456152714161	0.7517318876808194
CalPred*-overfit	0.01	13	marginal	0.9245	0.338853056634865	0.743039041351585
CalPred*-overfit	0.01	14	marginal	0.9214	0.2969328264828758	0.7514011095433766
CalPred*-overfit	0.01	15	marginal	0.9232	0.3119307485735775	0.7560270645828714
CalPred*-overfit	0.01	16	marginal	0.9266	0.3286690303347296	0.7391491421478429
CalPred*-overfit	0.01	17	marginal	0.927	0.3407749678831897	0.7359165567287232
CalPred*-overfit	0.01	18	marginal	0.92	0.3134861609673785	0.7454870120702394
CalPred*-overfit	0.01	19	marginal	0.9244	0.3142803457225198	0.7471867391776055
CalPred*-overfit	0.01	20	marginal	0.927	0.3343661221432108	0.7426917334738304
CalPred*-overfit	0.01	21	marginal	0.9189	0.3318245486759199	0.7291318290153589
CalPred*-overfit	0.01	22	marginal	0.9172	0.2772088378170012	0.7558461110720901
CalPred*-overfit	0.01	23	marginal	0.9231	0.3085217802421597	0.7522534559418558
CalPred*-overfit	0.01	24	marginal	0.9243	0.338822897969952	0.7370917822099607
CalPred*-overfit	0.01	25	marginal	0.9247	0.3191269345422592	0.7443138656005156
CalPred*-overfit	0.01	26	marginal	0.9256	0.3330484667648637	0.7379866483488022
CalPred*-overfit	0.01	27	marginal	0.9158	0.2935023014355059	0.7502702316386183
CalPred*-overfit	0.01	28	marginal	0.922	0.3075723285563015	0.740126344482805
CalPred*-overfit	0.01	29	marginal	0.9213	0.3021224193975356	0.753244796692769
CalPred	0.01	0	marginal	0.95	0.310872816458173	0.8307232948100045
CalPred	0.01	1	marginal	0.9497	0.3141394888347412	0.8287299884150218
CalPred	0.01	2	marginal	0.9491	0.3087672107923726	0.8168782355122564
CalPred	0.01	3	marginal	0.9466	0.2916954409586685	0.8327283647341286
CalPred	0.01	4	marginal	0.942	0.3158572102259873	0.8061105932344023
CalPred	0.01	5	marginal	0.9457	0.2986621116368683	0.8259560329547858
CalPred	0.01	6	marginal	0.9506	0.3206809226291793	0.8337382835775796
CalPred	0.01	7	marginal	0.9476	0.3260824583428983	0.8167288401722103
CalPred	0.01	8	marginal	0.9459	0.3233885145315838	0.8117207451645053
CalPred	0.01	9	marginal	0.951	0.3010052715117146	0.8340920983096647
CalPred	0.01	10	marginal	0.9495	0.3304119543819805	0.8190204777237612
CalPred	0.01	11	marginal	0.9516	0.3397802872419344	0.827929506078727
CalPred	0.01	12	marginal	0.954	0.3177456152714161	0.8397969607766569
CalPred	0.01	13	marginal	0.9503	0.338853056634865	0.8195606118777723
CalPred	0.01	14	marginal	0.9491	0.2969328264828758	0.8324767449028042
CalPred	0.01	15	marginal	0.95	0.3119307485735775	0.8401867639313665
CalPred	0.01	16	marginal	0.9492	0.3286690303347296	0.807855274894934
CalPred	0.01	17	marginal	0.9571	0.3407749678831897	0.8279554731479805
CalPred	0.01	18	marginal	0.9461	0.3134861609673785	0.8253152783399244
CalPred	0.01	19	marginal	0.9519	0.3142803457225198	0.8358324154853867
CalPred	0.01	20	marginal	0.953	0.3343661221432108	0.8143519555868798
CalPred	0.01	21	marginal	0.9502	0.3318245486759199	0.8117231549927234
CalPred	0.01	22	marginal	0.9455	0.2772088378170012	0.8408197197360003
CalPred	0.01	23	marginal	0.9481	0.3085217802421597	0.8291744482046828
CalPred	0.01	24	marginal	0.9511	0.338822897969952	0.8152565232273633
CalPred	0.01	25	marginal	0.9499	0.3191269345422592	0.8294612490047212
CalPred	0.01	26	marginal	0.9527	0.3330484667648637	0.827958005159214
CalPred	0.01	27	marginal	0.945	0.2935023014355059	0.829589994296875
CalPred	0.01	28	marginal	0.9504	0.3075723285563015	0.8234642581208482
CalPred	0.01	29	marginal	0.9489	0.3021224193975356	0.8376373536172994
CalPred*-overfit	0.1	0	marginal	0.914	0.296586793632373	0.7462569910450808
CalPred*-overfit	0.1	1	marginal	0.9239	0.3170881047102684	0.7427422036127355
CalPred*-overfit	0.1	2	marginal	0.9184	0.306843720462219	0.7457313045912813
CalPred*-overfit	0.1	3	marginal	0.9164	0.3006060589147795	0.7421865636630826
CalPred*-overfit	0.1	4	marginal	0.9238	0.3217654628971315	0.7432096597654869
CalPred*-overfit	0.1	5	marginal	0.9234	0.3031762643616857	0.7521860420486056
CalPred*-overfit	0.1	6	marginal	0.9195	0.2860042646056606	0.756055767417516
CalPred*-overfit	0.1	7	marginal	0.919	0.308782006456457	0.7521899670111173
CalPred*-overfit	0.1	8	marginal	0.9198	0.2873797090823828	0.7547423262823618
CalPred*-overfit	0.1	9	marginal	0.9221	0.3055648604485696	0.7508204162765336
CalPred*-overfit	0.1	10	marginal	0.9204	0.3006030349102472	0.751716280938639
CalPred*-overfit	0.1	11	marginal	0.9199	0.3193544272434424	0.7475879770429175
CalPred*-overfit	0.1	12	marginal	0.9249	0.3093659046912373	0.7543345225156249
CalPred*-overfit	0.1	13	marginal	0.9268	0.3024063811660381	0.7494944235264648
CalPred*-overfit	0.1	14	marginal	0.9177	0.2980963858128985	0.7406245927473764
CalPred*-overfit	0.1	15	marginal	0.9217	0.3039750669396312	0.7474132781101103
CalPred*-overfit	0.1	16	marginal	0.9238	0.3121037443203582	0.7450379894401059
CalPred*-overfit	0.1	17	marginal	0.9254	0.3335563561868448	0.7431376948390683
CalPred*-overfit	0.1	18	marginal	0.9217	0.3019906360300179	0.7500361373305987
CalPred*-overfit	0.1	19	marginal	0.9224	0.3008240581258805	0.7565060551069764
CalPred*-overfit	0.1	20	marginal	0.9238	0.3033322924178518	0.7518921872703305
CalPred*-overfit	0.1	21	marginal	0.9199	0.3059516065917808	0.7445949649910838
CalPred*-overfit	0.1	22	marginal	0.9208	0.2915354027539043	0.7469634613184126
CalPred*-overfit	0.1	23	marginal	0.9217	0.302431554178201	0.7543092578874387
CalPred*-overfit	0.1	24	marginal	0.9225	0.3052613517234779	0.755677339371283
CalPred*-overfit	0.1	25	marginal	0.9221	0.2959357655904585	0.7471617585090905
CalPred*-overfit	0.1	26	marginal	0.9225	0.2858957161200754	0.7510360841228169
CalPred*-overfit	0.1	27	marginal	0.9186	0.2909747501138149	0.7472889250641154
CalPred*-overfit	0.1	28	marginal	0.9212	0.313019389217298	0.744695227124337
CalPred*-overfit	0.1	29	marginal	0.9232	0.3132018216245641	0.7468831935992865
CalPred	0.1	0	marginal	0.9481	0.296586793632373	0.842220248852748
CalPred	0.1	1	marginal	0.9492	0.3170881047102684	0.8267311620454051
CalPred	0.1	2	marginal	0.9466	0.306843720462219	0.8297169351644809
CalPred	0.1	3	marginal	0.9487	0.3006060589147795	0.8262522901242346
CalPred	0.1	4	marginal	0.9481	0.3217654628971315	0.8186436884163922
CalPred	0.1	5	marginal	0.946	0.3031762643616857	0.825564972818394
CalPred	0.1	6	marginal	0.9476	0.2860042646056606	0.843056119349455
CalPred	0.1	7	marginal	0.9483	0.308782006456457	0.8414985108470387
CalPred	0.1	8	marginal	0.9434	0.2873797090823828	0.8222232992139709
CalPred	0.1	9	marginal	0.9494	0.3055648604485696	0.8299877368901565
CalPred	0.1	10	marginal	0.9471	0.3006030349102472	0.8347514372515014
CalPred	0.1	11	marginal	0.9516	0.3193544272434424	0.8413871246407328
CalPred	0.1	12	marginal	0.9526	0.3093659046912373	0.8432335077858782
CalPred	0.1	13	marginal	0.952	0.3024063811660381	0.82232001486107
CalPred	0.1	14	marginal	0.9505	0.2980963858128985	0.8298439871386792
CalPred	0.1	15	marginal	0.9491	0.3039750669396312	0.833911694442135
CalPred	0.1	16	marginal	0.9514	0.3121037443203582	0.8258579452637452
CalPred	0.1	17	marginal	0.9547	0.3335563561868448	0.8326492315797471
CalPred	0.1	18	marginal	0.9476	0.3019906360300179	0.8296682731990433
CalPred	0.1	19	marginal	0.9499	0.3008240581258805	0.8383621760107153
CalPred	0.1	20	marginal	0.9506	0.3033322924178518	0.8312815376278889
CalPred	0.1	21	marginal	0.9498	0.3059516065917808	0.827923529728718
CalPred	0.1	22	marginal	0.9523	0.2915354027539043	0.833601683878903
CalPred	0.1	23	marginal	0.9467	0.302431554178201	0.8286633374781078
CalPred	0.1	24	marginal	0.9503	0.3052613517234779	0.8471534516830347
CalPred	0.1	25	marginal	0.9499	0.2959357655904585	0.8275506654121613
CalPred	0.1	26	marginal	0.9521	0.2858957161200754	0.8492321488687025
CalPred	0.1	27	marginal	0.9449	0.2909747501138149	0.8214556443180858
CalPred	0.1	28	marginal	0.9536	0.313019389217298	0.8393275816390786
CalPred	0.1	29	marginal	0.9503	0.3132018216245641	0.8256630081844775
CalPred*-overfit	1.0	0	marginal	0.9144	0.2866822656668554	0.7464908533152373
CalPred*-overfit	1.0	1	marginal	0.9241	0.3037459323055134	0.752770712055113
CalPred*-overfit	1.0	2	marginal	0.9195	0.2981582622962639	0.7506978222910176
CalPred*-overfit	1.0	3	marginal	0.9229	0.3037534424630784	0.7434997320665537
CalPred*-overfit	1.0	4	marginal	0.9215	0.2823319110447784	0.7540379670620934
CalPred*-overfit	1.0	5	marginal	0.9169	0.3076157633847793	0.755019643929714
CalPred*-overfit	1.0	6	marginal	0.9219	0.2877341790957664	0.7534650152511729
CalPred*-overfit	1.0	7	marginal	0.9199	0.292929341745352	0.7508648783455699
CalPred*-overfit	1.0	8	marginal	0.9217	0.3053398186037228	0.7467973410173426
CalPred*-overfit	1.0	9	marginal	0.9191	0.2924485768854268	0.7475540490370071
CalPred*-overfit	1.0	10	marginal	0.9204	0.2941669174915953	0.7517639433384028
CalPred*-overfit	1.0	11	marginal	0.9181	0.3168537596289621	0.7446390331651506
CalPred*-overfit	1.0	12	marginal	0.9233	0.3091674845795696	0.750101418734367
CalPred*-overfit	1.0	13	marginal	0.9285	0.2975736860920633	0.7534932671512691
CalPred*-overfit	1.0	14	marginal	0.9148	0.3071947072571945	0.7445740527808612
CalPred*-overfit	1.0	15	marginal	0.925	0.3010492755127304	0.7476221381219113
CalPred*-overfit	1.0	16	marginal	0.9229	0.2847368023616708	0.7570622657170639
CalPred*-overfit	1.0	17	marginal	0.9248	0.3195626186889444	0.7403428654482582
CalPred*-overfit	1.0	18	marginal	0.918	0.2908540891008959	0.7503655644185374
CalPred*-overfit	1.0	19	marginal	0.9252	0.3233751133146581	0.7502833844100442
CalPred*-overfit	1.0	20	marginal	0.9257	0.3204916409135774	0.7494399806781702
CalPred*-overfit	1.0	21	marginal	0.921	0.3150592740338008	0.7452583912633995
CalPred*-overfit	1.0	22	marginal	0.9236	0.2967593179367368	0.7518340941012193
CalPred*-overfit	1.0	23	marginal	0.9218	0.3079526816519086	0.7510879749762497
CalPred*-overfit	1.0	24	marginal	0.9191	0.3106227546108485	0.7494877748403892
CalPred*-overfit	1.0	25	marginal	0.9237	0.3127470287110335	0.7445881241378843
CalPred*-overfit	1.0	26	marginal	0.9191	0.283700728347949	0.7539591009786922
CalPred*-overfit	1.0	27	marginal	0.9161	0.2877792308152996	0.7486465010503323
CalPred*-overfit	1.0	28	marginal	0.9239	0.3084681206090856	0.7462320147482361
CalPred*-overfit	1.0	29	marginal	0.924	0.3032712439599073	0.7519769520402488
CalPred	1.0	0	marginal	0.9492	0.2866822656668554	0.8401404133149143
CalPred	1.0	1	marginal	0.9536	0.3037459323055134	0.8329997395507417
CalPred	1.0	2	marginal	0.948	0.2981582622962639	0.8369755383831667
CalPred	1.0	3	marginal	0.9518	0.3037534424630784	0.8281796915924722
CalPred	1.0	4	marginal	0.9451	0.2823319110447784	0.825600483449298
CalPred	1.0	5	marginal	0.9446	0.3076157633847793	0.831849699508922
CalPred	1.0	6	marginal	0.9497	0.2877341790957664	0.8342537601763753
CalPred	1.0	7	marginal	0.9505	0.292929341745352	0.8382127831754331
CalPred	1.0	8	marginal	0.9501	0.3053398186037228	0.8258038960429208
CalPred	1.0	9	marginal	0.9448	0.2924485768854268	0.8263465580881745
CalPred	1.0	10	marginal	0.9503	0.2941669174915953	0.8369221182641607
CalPred	1.0	11	marginal	0.9507	0.3168537596289621	0.8367002846150201
CalPred	1.0	12	marginal	0.9557	0.3091674845795696	0.8445078855870699
CalPred	1.0	13	marginal	0.9533	0.2975736860920633	0.831995222467683
CalPred	1.0	14	marginal	0.9471	0.3071947072571945	0.8304942483035004
CalPred	1.0	15	marginal	0.9527	0.3010492755127304	0.8369863485329941
CalPred	1.0	16	marginal	0.9493	0.2847368023616708	0.834448783024039
CalPred	1.0	17	marginal	0.9544	0.3195626186889444	0.8360800527298994
CalPred	1.0	18	marginal	0.9465	0.2908540891008959	0.8320912482427159
CalPred	1.0	19	marginal	0.9516	0.3233751133146581	0.8364671227296371
CalPred	1.0	20	marginal	0.9533	0.3204916409135774	0.8293108127305259
CalPred	1.0	21	marginal	0.9497	0.3150592740338008	0.826245885072312
CalPred	1.0	22	marginal	0.95	0.2967593179367368	0.8350122299733564
CalPred	1.0	23	marginal	0.9488	0.3079526816519086	0.83079711572025
CalPred	1.0	24	marginal	0.9486	0.3106227546108485	0.8312956299518072
CalPred	1.0	25	marginal	0.9533	0.3127470287110335	0.828590701902776
CalPred	1.0	26	marginal	0.952	0.283700728347949	0.8515652033628416
CalPred	1.0	27	marginal	0.9432	0.2877792308152996	0.8273781485759171
CalPred	1.0	28	marginal	0.9525	0.3084681206090856	0.8377418484180391
CalPred	1.0	29	marginal	0.9509	0.3032712439599073	0.8347583396411076
