adjust	n	seed	col	coverage	r2	length
CalPred	0.01	19	marginal	0.9477	0.5428562158297024	0.6763155663808985
CalPred	0.01	20	marginal	0.9502	0.5526520825647624	0.6814589975526643
CalPred	0.01	21	marginal	0.9447	0.5472053019212718	0.6658414848572486
CalPred	0.01	22	marginal	0.9487	0.5612918368280074	0.6623531846104693
CalPred	0.01	23	marginal	0.9494	0.5313246789417985	0.6829063671775686
CalPred	0.01	24	marginal	0.9539	0.5563813118749243	0.6801918644710182
CalPred	0.01	25	marginal	0.9508	0.5416750176600623	0.6689790010182983
CalPred	0.01	26	marginal	0.9493	0.5517612991485502	0.6732192547252929
CalPred	0.01	27	marginal	0.9481	0.5495800804092658	0.6621090446198614
CalPred	0.01	28	marginal	0.9541	0.5366574691177061	0.6800795414137986
CalPred	0.01	29	marginal	0.9479	0.5454909231269864	0.6721677409858504
PredInterval	0.01	0	marginal	0.9579	0.5548248326536717	1.3464965643657474
PredInterval	0.01	0	marginal	0.962	0.5664483605394008	1.1081784887534558
PredInterval	0.01	0	marginal	0.9629	0.557614676833456	1.178244272959181
PredInterval	0.01	0	marginal	0.9598	0.5648376931811978	1.3173175113823794
PredInterval	0.01	0	marginal	0.9555	0.5459652808228276	1.549811178440873
PredInterval	0.01	0	marginal	0.9618	0.5673404696789233	1.2919462505303494
PredInterval	0.01	0	marginal	0.9553	0.546945799221117	1.4773311831153575
PredInterval	0.01	0	marginal	0.9632	0.5551505607546694	1.1477831111265078
PredInterval	0.01	0	marginal	0.9612	0.5563464154863734	1.0760782013322572
PredInterval	0.01	0	marginal	0.9559	0.5632337665902732	1.2915091043262836
PredInterval	0.01	0	marginal	0.9603	0.550066678679813	1.0717954945870714
PredInterval	0.01	0	marginal	0.9623	0.5615922142274704	1.1418985343993555
PredInterval	0.01	0	marginal	0.9568	0.5741616253333398	1.365186022914118
PredInterval	0.01	0	marginal	0.9619	0.5660062149744467	1.0972136282324825
PredInterval	0.01	0	marginal	0.9578	0.5562237723842759	1.483768804251559
PredInterval	0.01	0	marginal	0.9645	0.5554738777906285	1.2240059192314063
PredInterval	0.01	0	marginal	0.9598	0.5303224657002316	1.0737833108651835
PredInterval	0.01	0	marginal	0.9595	0.5707966756940157	1.1248734240170597
PredInterval	0.01	0	marginal	0.9564	0.5589324862691194	1.278196081230725
PredInterval	0.01	0	marginal	0.9565	0.5526807852681657	1.4273482284734835
PredInterval	0.01	0	marginal	0.9643	0.5659129391668033	1.3371397979423352
PredInterval	0.01	0	marginal	0.9526	0.5613224652095283	1.3366935088706358
PredInterval	0.01	0	marginal	0.9608	0.5731356630179381	1.199115361483512
PredInterval	0.01	0	marginal	0.9572	0.5436690423779134	1.5684164110932324
PredInterval	0.01	0	marginal	0.9591	0.5662981632160761	1.2886773396084772
PredInterval	0.01	0	marginal	0.9604	0.5542584791812852	1.1271976800211914
PredInterval	0.01	0	marginal	0.9628	0.5629500494480911	1.1649592371045052
PredInterval	0.01	0	marginal	0.9604	0.5607797223386574	1.098767084828356
PredInterval	0.01	0	marginal	0.9605	0.5479412557594275	1.1233244762190486
PredInterval	0.01	0	marginal	0.9593	0.5591878700035269	1.1826694614345783
CalPred	0.1	0	marginal	0.9495	0.5170187319834937	0.6979489267661394
CalPred	0.1	1	marginal	0.9477	0.5388145633607382	0.679985043473542
CalPred	0.1	2	marginal	0.9491	0.5276542715695437	0.6860120586992765
CalPred	0.1	3	marginal	0.949	0.5192099963679444	0.6830257138609584
CalPred	0.1	4	marginal	0.9506	0.5463756413265846	0.6810955244439961
CalPred	0.1	5	marginal	0.9491	0.519295199678731	0.6859564894725932
CalPred	0.1	6	marginal	0.9476	0.5084876335915988	0.6993140977107296
CalPred	0.1	7	marginal	0.9495	0.5248086129633116	0.6994025688962326
CalPred	0.1	8	marginal	0.9417	0.5046604987665854	0.6823435043556926
CalPred	0.1	9	marginal	0.9496	0.5224835621680513	0.6879193362747328
