method	n	seed	col	coverage	r2	length	group	subgroup
CalPred	10000	5	sex_q_1	0.9493251846193024	0.10028405137312234	0.7571698645534954	Sex	1
CalPred	10000	6	age_q_0	0.9542682926829268	0.1278422171240024	0.9651778350258392	Age	0
CalPred	10000	6	age_q_4	0.9490445859872612	0.13376770537249705	0.8714013263663866	Age	4
CalPred	10000	6	age_q_4	0.9506966773847804	0.13376770537249705	0.8926354750929277	Age	4
CalPred	10000	6	age_q_9	0.9431230610134436	0.08575242189002195	0.7415768366199627	Age	9
CalPred	10000	6	education_q_1	0.9475524475524476	0.09102480572899502	1.0350475531850338	Education	1
CalPred	10000	6	education_q_4	0.9553877831159918	0.10980004523949347	0.8302383853597837	Education	4
CalPred	10000	6	income_q_1	0.9517241379310344	0.1046333118688652	1.0482965632881198	Income	1
CalPred	10000	6	income_q_5	0.950725744843392	0.10956340291378051	0.8835186468126488	Income	5
CalPred	10000	6	income_q_9	0.9529411764705882	0.12698407316809965	0.7536198013170203	Income	9
CalPred	10000	6	marginal	0.9525	0.11992114827889154	0.874395403380056	Overall	
CalPred	10000	6	sex_q_0	0.9509090909090908	0.12767581849831605	0.9495261622792308	Sex	0
CalPred	10000	6	sex_q_1	0.9549367088607597	0.11153859098224327	0.759321709369927	Sex	1
CalPred	10000	7	age_q_0	0.9526315789473684	0.1554422254341624	0.971276393792378	Age	0
CalPred	10000	7	age_q_4	0.9535299374441466	0.13883963232646895	0.8694712262161279	Age	4
CalPred	10000	7	age_q_4	0.945077720207254	0.13883963232646895	0.8913428935719103	Age	4
CalPred	10000	7	age_q_9	0.9554655870445344	0.0852753836598733	0.7427524411965857	Age	9
CalPred	10000	7	education_q_1	0.940766550522648	0.06509340569093093	1.052738825755127	Education	1
CalPred	10000	7	education_q_4	0.9510620220900596	0.12153920954378399	0.8272078064799224	Education	4
CalPred	10000	7	income_q_1	0.9553695955369595	0.11706762515454196	1.0413812549803614	Income	1
CalPred	10000	7	income_q_5	0.9539602028872416	0.12315612734599135	0.8860479172675237	Income	5
CalPred	10000	7	income_q_9	0.962051282051282	0.08491293184380995	0.7567279393524258	Income	9
CalPred	10000	7	marginal	0.9536	0.1182484585886804	0.8733576330936207	Overall	
CalPred	10000	7	sex_q_0	0.958047802105967	0.13424452252752472	0.9504086923782769	Sex	0
CalPred	10000	7	sex_q_1	0.9469753547423452	0.09567832237679508	0.7585962470592424	Sex	1
CalPred	10000	8	age_q_0	0.9450757575757576	0.1376459466579545	0.9687154262304084	Age	0
CalPred	10000	8	age_q_4	0.9547553093259464	0.14559298266865797	0.867850852623098	Age	4
CalPred	10000	8	age_q_4	0.9574688796680498	0.14559298266865797	0.901810725221293	Age	4
CalPred	10000	8	age_q_9	0.944055944055944	0.09599637799429372	0.738307877742719	Age	9
CalPred	10000	8	education_q_1	0.9369085173501576	0.09529428181971895	1.0325668772229657	Education	1
CalPred	10000	8	education_q_4	0.9548755186721992	0.11068659108872728	0.8290570735369579	Education	4
CalPred	10000	8	income_q_1	0.9406077348066298	0.1086074579244222	1.0501761398628762	Income	1
CalPred	10000	8	income_q_5	0.951508209240168	0.10260151501652962	0.8830729584413243	Income	5
CalPred	10000	8	income_q_9	0.969939879759519	0.10233622491550462	0.755507288607104	Income	9
CalPred	10000	8	marginal	0.9517	0.12413986933532715	0.8754238811175814	Overall	
CalPred	10000	8	sex_q_0	0.954687243473978	0.14074230558513204	0.9505719338942266	Sex	0
CalPred	10000	8	sex_q_1	0.9470452801227937	0.10016140733383601	0.7583282583336095	Sex	1
CalPred	10000	9	age_q_0	0.9517374517374516	0.11690638896563556	0.9694205951404498	Age	0
CalPred	10000	9	age_q_4	0.9468468468468468	0.146680052361299	0.874257499352498	Age	4
CalPred	10000	9	age_q_4	0.949244060475162	0.146680052361299	0.9011334459445984	Age	4
CalPred	10000	9	age_q_9	0.958502024291498	0.0733687638098901	0.7373464055539359	Age	9
CalPred	10000	9	education_q_1	0.9347079037800688	0.07621574319817655	1.0328257889491	Education	1
CalPred	10000	9	education_q_4	0.9523233719122474	0.1197319858082519	0.8294095663835609	Education	4
CalPred	10000	9	income_q_1	0.9442896935933148	0.10649141069442966	1.0508471109501465	Income	1
CalPred	10000	9	income_q_5	0.9533699059561128	0.13585341448678098	0.880144894163145	Income	5
CalPred	10000	9	income_q_9	0.9504741833508956	0.11537388226293153	0.7518382593809141	Income	9
CalPred	10000	9	marginal	0.9513	0.12335338667451036	0.8750443369417806	Overall	
CalPred	10000	9	sex_q_0	0.9520356024394264	0.13927449561477573	0.9505174629797468	Sex	0
CalPred	10000	9	sex_q_1	0.9501652682430716	0.09998982857465757	0.7586203716042927	Sex	1
CalPred	10000	-9	all	-9.0	0.11940537493284371	-9.0	all	-9
CalPred	10000	-9	age_9	-9.0	0.08533512972762101	-9.0	age	9
CalPred	10000	-9	age_0	-9.0	0.13066020492431346	-9.0	age	0
CalPred	10000	-9	sex_1	-9.0	0.09486159812891924	-9.0	sex	1
CalPred	10000	-9	sex_0	-9.0	0.13645972652081784	-9.0	sex	0
CalPred	10000	-9	income_9	-9.0	0.09468364151159683	-9.0	income	9
CalPred	10000	-9	income_1	-9.0	0.09654755646191424	-9.0	income	1
CalPred	10000	-9	education_4	-9.0	0.11431159457716021	-9.0	education	4
CalPred	10000	-9	education_1	-9.0	0.07528975061754434	-9.0	education	1
