method	n	seed	col	coverage	r2	length	group	subgroup
CalPred	10000	0	age_q_0	0.9458413926499032	0.1328116043226906	0.7650188225801476	Age	0
CalPred	10000	0	age_q_4	0.953125	0.0974770405658767	0.9317648659182624	Age	4
CalPred	10000	0	age_q_4	0.9536290322580644	0.1094115306843887	0.9192666840152726	Age	4
CalPred	10000	0	age_q_9	0.9472382522671065	0.0878084487329409	0.9600610459281432	Age	9
CalPred	10000	0	education_q_1	0.9615384615384616	0.0947700964443084	1.0569510488355578	Education	1
CalPred	10000	0	education_q_4	0.9514734144778988	0.1305611042793259	0.8792686263726615	Education	4
CalPred	10000	0	income_q_1	0.9595505617977528	0.1371183975311489	1.0050022525791058	Income	1
CalPred	10000	0	income_q_5	0.9579961464354528	0.1169900143947716	0.9280096367801492	Income	5
CalPred	10000	0	income_q_9	0.943992773261066	0.1500166914104356	0.8369186187538367	Income	9
CalPred	10000	0	marginal	0.9542	0.1316063266746136	0.9118057525402512	Overall	
CalPred	10000	0	sex_q_0	0.9568151147098516	0.1253182549968798	0.8792409343384385	Sex	0
CalPred	10000	0	sex_q_1	0.950392927308448	0.0978417527860052	0.9592134741267804	Sex	1
CalPred	10000	1	age_q_0	0.9365671641791044	0.1695241788073187	0.7637094508971437	Age	0
CalPred	10000	1	age_q_4	0.9545823195458232	0.0932850326152956	0.9333549383111444	Age	4
CalPred	10000	1	age_q_4	0.9510416666666668	0.0891272623707657	0.923075989830358	Age	4
CalPred	10000	1	age_q_9	0.9520605550883096	0.0842809792725428	0.9615173627805474	Age	9
CalPred	10000	1	education_q_1	0.98	0.1154541225146037	1.0431706358442967	Education	1
CalPred	10000	1	education_q_4	0.952683391552874	0.130116882695832	0.8800332539696151	Education	4
CalPred	10000	1	income_q_1	0.949260042283298	0.095682354183749	1.0013116473892223	Income	1
CalPred	10000	1	income_q_5	0.9491916859122402	0.1305148082417028	0.9298804059180452	Income	5
CalPred	10000	1	income_q_9	0.950281425891182	0.110862919325684	0.8403595986334945	Income	9
CalPred	10000	1	marginal	0.9538	0.1245111677306951	0.9109921120361124	Overall	
CalPred	10000	1	sex_q_0	0.9534726904922456	0.1196790400513753	0.8742846663083167	Sex	0
CalPred	10000	1	sex_q_1	0.9542772861356932	0.0910785684983901	0.9645192919911968	Sex	1
CalPred	10000	2	age_q_0	0.9457831325301204	0.1423013199492642	0.7569164666336236	Age	0
CalPred	10000	2	age_q_4	0.9566246056782336	0.1078044364205335	0.9305654351237238	Age	4
CalPred	10000	2	age_q_4	0.9637462235649548	0.0803958806756608	0.9127113180690998	Age	4
CalPred	10000	2	age_q_9	0.9426699426699426	0.0817861599281092	0.9639492207808332	Age	9
CalPred	10000	2	education_q_1	0.9523809523809524	0.0768365952840985	1.0547358280530554	Education	1
CalPred	10000	2	education_q_4	0.951434524763584	0.1305456618960198	0.8775301092408941	Education	4
CalPred	10000	2	income_q_1	0.9502164502164502	0.1250154111738659	0.9991183714379198	Income	1
